Customer Number,Campaign Period Sales ,Historical Sales Volume ,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language
10147237, $-   ,"$85,982.40 ",2007-01-27,4,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
10150015, $-   ,"$11,356,756.00 ",1996-10-15,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,English
10150457, $-   ,"$1,452,278.93 ",1992-08-01,19,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,Y,Y,Nov-50,English
10151143, $-   ,"$2,842,318.27 ",1996-05-01,4,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
10154788,$178.42 ,"$642,308.57 ",2015-12-10,24,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10157602, $-   ,"$611,271.04 ",1984-07-15,19,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,Nov-50,English
10157707,$308.76 ,"$43,226.67 ",2010-09-20,1,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,06-Oct,English
10162710, $-   ,"$200,786.06 ",1997-03-15,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10163435, $-   ,"$26,810.00 ",2016-05-13,3,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,Y,N,Y,06-Oct,English
10164067, $-   ,"$112,612.50 ",1991-11-15,21,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English
10164192, $-   ,"$1,199,516.00 ",2012-12-21,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
10168075, $-   ,"$666,655.00 ",1995-03-01,17,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,06-Oct,English
10170967, $-   ,"$135,120.11 ",1995-05-01,6,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
10172480, $-   ,"$237,486.01 ",2010-07-01,22,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,Y,01-May,English
10177351, $-   ,"$657,824.80 ",1991-11-15,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10179474,$267.28 ,"$101,030.40 ",1966-07-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,06-Oct,English
10182870,$198.67 ,"$30,396.00 ",2013-04-18,9,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,
10192857, $-   ,"$158,336.00 ",1975-06-15,1,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10194239,$419.07 ,"$729,185.28 ",1971-02-15,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,01-May,Japanese
10195050,$255.05 ,"$294,580.00 ",1994-04-15,15,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10199114,"$1,341.00 ","$28,161.00 ",1974-02-01,23,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
10200165,$801.67 ,"$817,700.00 ",1983-03-01,20,FALSE,FALSE,FALSE,NOTICE,WEB,Y,N,N,N,N,N,Y,N,Y,101-500,English
10201624,$187.56 ,"$343,985.04 ",1990-03-01,14,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10210158, $-   ,"$899,626.40 ",1989-01-01,17,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10213213,$152.02 ,"$110,365.83 ",1964-02-01,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10213533, $-   ,"$1,549,712.50 ",1997-07-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
10218073, $-   ,"$141,132.00 ",2006-07-10,1,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
10218750, $-   ,"$233,876.98 ",1979-08-01,18,TRUE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10219245, $-   ,"$35,933.33 ",1997-06-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,Nov-50,English
10224591, $-   ,"$80,330.40 ",1989-07-01,15,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10225653, $-   ,"$55,268.19 ",1966-10-15,4,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
10226251, $-   ,"$486,909.26 ",1988-04-01,15,FALSE,FALSE,FALSE,NOTICE,WEB,Y,Y,N,N,N,N,N,N,Y,06-Oct,English
10230736,$214.52 ,"$390,207.03 ",1963-10-01,17,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,01-May,English
10231481,"$1,411.00 ","$570,044.00 ",1994-03-15,4,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,Y,N,Y,N,N, ,
10235288,$137.24 ,"$198,998.00 ",2011-02-01,10,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,01-May,English
10236787, $-   ,"$49,767.68 ",1993-04-15,12,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,01-May,English
10238788, $-   ,"$885,729.60 ",1990-11-01,16,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,Y,N,Y,N,Y,51-100,English
10241694, $-   ,"$1,272,504.00 ",1995-07-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10244563, $-   ,"$1,883,606.40 ",1995-02-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English
10245607, $-   ,"$335,742.40 ",1997-08-15,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,German
10245769, $-   ,"$1,424,366.67 ",1998-03-01,14,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,06-Oct,English
10251073, $-   ,"$1,974,808.00 ",1997-07-01,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10251095,$398.99 ,"$69,823.00 ",1993-03-01,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10251188, $-   ,"$85,236.17 ",2012-12-28,15,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10253329,$122.49 ,"$89,175.15 ",1978-05-15,7,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,01-May,English
10255214, $-   ,"$151,877.15 ",2009-11-04,11,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10261783,"$3,915.50 ","$140,958.00 ",1976-03-15,3,TRUE,TRUE,TRUE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
10263251, $-   ,"$201,495.84 ",1984-06-01,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
10265645, $-   ,"$353,608.32 ",2012-02-09,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10268470, $-   ,"$201,830.40 ",1996-03-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,N, ,
10271578, $-   ,"$400,207.50 ",1996-02-15,15,FALSE,FALSE,FALSE,NOTICE,,N,N,N,N,N,N,N,N,Y,51-100,English
10272888, $-   ,"$385,228.80 ",1997-07-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10278680, $-   ,"$471,532.88 ",1989-07-01,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10279126, $-   ,"$130,593.23 ",1995-04-15,13,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,Italian
10279191, $-   ,"$62,632.61 ",1995-04-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10279464,$216.53 ,"$51,968.00 ",1974-09-01,12,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10280506, $-   ,"$542,513.52 ",1995-01-01,18,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,01-May,English
10280978, $-   ,"$236,155.73 ",2017-11-27,20,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,Y,Y,01-May,English
10288931, $-   ,"$455,930.15 ",1971-02-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10288986,$305.62 ,"$210,877.14 ",1971-06-01,5,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,06-Oct,English
10290104, $-   ,"$67,377.60 ",2013-05-02,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10290162, $-   ,"$79,592.23 ",2000-04-04,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,06-Oct,English
10293532, $-   ,"$902,366.67 ",2006-11-06,5,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N, ,
10298255,$434.48 ,"$1,564,114.29 ",1994-08-01,25,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10300123, $-   ,"$1,350,331.84 ",1995-02-15,22,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10300318, $-   ,"$257,946.38 ",2007-10-18,11,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,N,51-100,English
10302271,$430.80 ,"$178,349.23 ",2016-06-29,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,06-Oct,
10303521, $-   ,"$914,067.20 ",1996-03-15,19,TRUE,TRUE,TRUE,NOTICE,PHONE,N,Y,N,N,N,N,N,N,Y,06-Oct,English
10304444, $-   ,"$1,425,319.50 ",1995-01-01,15,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English
10315876,$130.99 ,"$223,987.20 ",1993-02-15,15,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10318453,$155.87 ,"$300,199.20 ",1961-05-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,06-Oct,English
10320967,$604.67 ,"$609,510.72 ",2018-03-11,14,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,Y,N,N,Nov-50,English
10328575, $-   ,"$67,398.76 ",1986-07-01,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
10328759, $-   ,"$77,051.33 ",1995-10-01,10,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
10329993, $-   ,"$447,830.19 ",1996-05-01,17,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10330537, $-   ,"$237,467.53 ",1999-02-18,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
10335940,$263.30 ,"$266,454.78 ",1971-04-15,23,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,06-Oct,English
10341790,$175.32 ,"$152,002.44 ",1983-08-01,17,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10343619, $-   ,"$646,820.80 ",1998-08-13,15,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10343980,$278.57 ,"$529,276.67 ",1970-08-01,19,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
10347094,"$5,305.83 ","$795,875.00 ",1995-08-01,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y, ,
10347374, $-   ,"$57,193.20 ",1984-10-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10349009,"$1,773.73 ","$404,411.20 ",1994-10-15,19,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,500+,English
10350216, $-   ,"$313,946.67 ",1990-03-01,2,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10350717, $-   ,"$390,897.00 ",2009-12-14,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
10353952, $-   ,"$1,377,516.00 ",1988-03-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10354132, $-   ,"$366,341.33 ",1986-02-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10355091, $-   ,"$410,616.70 ",1997-04-01,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
10357082, $-   ,"$153,034.36 ",1989-03-01,19,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),Y,N,N,N,N,N,N,N,Y,06-Oct,
10358689, $-   ,"$492,178.33 ",1997-12-18,10,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10359925, $-   ,"$54,202.72 ",1983-03-15,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10360706,"$3,998.83 ","$1,279,626.67 ",2003-04-03,33,FALSE,FALSE,FALSE,NOTICE,WEB,Y,N,Y,Y,Y,N,Y,N,N, ,
10360715,$327.17 ,"$208,736.59 ",1968-05-01,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10362208, $-   ,"$922,628.57 ",1988-03-01,27,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,06-Oct,English
10364622,$152.19 ,"$204,538.88 ",1987-04-15,14,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10367947, $-   ,"$2,437,890.00 ",1989-03-01,19,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,English
10373628,$296.13 ,"$130,298.67 ",1994-08-01,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10375032,$316.33 ,"$601,033.33 ",2003-07-08,25,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
10376325, $-   ,"$449,107.20 ",1996-06-01,23,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10382566, $-   ,"$213,972.20 ",1979-08-01,17,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10382824,$154.64 ,"$27,525.92 ",1983-02-15,2,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10383232, $-   ,"$5,013,016.67 ",1997-05-01,13,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,500+,English
10388041, $-   ,"$273,755.57 ",1993-05-01,24,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,Y,N,Y,06-Oct,English
10389029,$209.09 ,"$538,186.63 ",2010-10-04,22,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
10389302, $-   ,"$3,457,960.00 ",1992-04-01,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English
10391902,$129.05 ,"$58,848.32 ",1962-05-15,19,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10394444,$302.02 ,"$652,361.14 ",2013-09-19,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10394805, $-   ,"$224,425.45 ",1996-06-01,16,TRUE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,English
10396526,"$1,303.07 ","$2,005,419.60 ",1972-01-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,Y,Y,Y,Y,Y,Y,Y,Y,101-500,English
10397865, $-   ,"$498,828.57 ",1981-06-01,25,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10398596, $-   ,"$414,718.48 ",1996-02-01,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,
10400963, $-   ,"$451,383.54 ",1991-03-01,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10401020, $-   ,"$2,386,710.00 ",1992-02-01,27,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,51-100,Japanese
10406147, $-   ,"$93,463.19 ",1996-08-15,21,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,01-May,English
10407801, $-   ,"$377,386.67 ",2008-09-17,1,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N, ,
10408106,$249.89 ,"$43,981.23 ",1990-11-01,2,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10408531, $-   ,"$392,100.80 ",2002-11-25,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
10411517, $-   ,"$716,954.16 ",1991-09-15,6,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,Nov-50,English
10421488, $-   ,"$435,897.87 ",1990-11-01,18,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10424898, $-   ,"$948,141.26 ",1990-12-15,19,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,06-Oct,English
10426798, $-   ,"$449,278.72 ",1982-07-15,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10428282, $-   ,"$38,515.20 ",1995-10-15,18,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,Y,N,N,N,Y,01-May,English
10428773, $-   ,"$673,577.14 ",2003-05-12,15,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10429179,$435.81 ,"$66,243.63 ",1993-04-01,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10432090, $-   ,"$642,906.00 ",2014-12-02,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10433019, $-   ,"$107,113.50 ",1986-10-01,1,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10436262, $-   ,"$478,330.97 ",1995-12-15,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10436765, $-   ,"$209,870.83 ",1985-06-15,5,TRUE,TRUE,TRUE,NOTICE,,N,N,N,N,N,N,Y,N,N, ,
10439668, $-   ,"$211,857.60 ",2010-08-19,19,TRUE,TRUE,TRUE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,Nov-50,German
10439857, $-   ,"$301,113.52 ",1998-07-01,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10440377, $-   ,"$294,100.00 ",1993-04-15,21,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,06-Oct,English
10446623, $-   ,"$5,918,778.45 ",1994-10-01,9,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
10448416, $-   ,"$66,076.56 ",1988-12-01,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10450258, $-   ,"$4,937,156.33 ",1999-10-15,19,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
10461923,$211.66 ,"$566,182.86 ",1977-12-15,25,FALSE,TRUE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,Y,Y,06-Oct,English
10464275, $-   ,"$895,773.91 ",1976-04-15,14,FALSE,FALSE,FALSE,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,Nov-50,English
10467174, $-   ,"$31,043.43 ",1998-08-19,4,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,06-Oct,English
10468807, $-   ,"$461,914.20 ",1996-05-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
10471781, $-   ,"$155,679.33 ",1990-10-01,11,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10473110, $-   ,"$198,920.40 ",1998-02-01,21,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,01-May,English
10477877, $-   ,"$424,493.33 ",2005-08-02,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,06-Oct,English
10482089, $-   ,"$122,160.96 ",2004-07-16,12,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,Nov-50,English
10482311, $-   ,"$563,255.00 ",1986-12-15,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10482595, $-   ,"$718,984.00 ",1991-10-15,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10487204, $-   ,"$18,820.80 ",1985-11-01,3,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,Nov-50,English
10491476, $-   ,"$193,310.40 ",1995-03-01,18,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,51-100,English
10492660, $-   ,"$151,243.73 ",1988-09-15,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
10494221,$502.97 ,"$644,300.30 ",1977-06-01,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y,51-100,English
10495068,$500.97 ,"$804,560.11 ",2000-07-05,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10497411, $-   ,"$457,580.03 ",1998-02-15,21,TRUE,TRUE,TRUE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,01-May,English
10498819, $-   ,"$97,518.98 ",2009-04-11,1,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
10499332, $-   ,"$327,288.00 ",1988-08-15,18,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10506260, $-   ,"$524,876.80 ",1996-06-01,15,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10507026, $-   ,"$207,901.34 ",1982-08-01,19,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,Y,N,N,N,N,N,Y,Y,06-Oct,
10507374, $-   ,"$8,328,790.08 ",1991-05-01,18,FALSE,FALSE,FALSE,AUTO RENEW,MAIL,N,N,N,N,N,N,Y,N,Y,500+,Spanish
10513473, $-   ,"$144,524.52 ",1980-08-15,21,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,01-May,English
10514937,$200.76 ,"$167,234.67 ",1976-06-15,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10515191, $-   ,"$265,840.46 ",1981-11-01,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,06-Oct,English
10515425, $-   ,"$332,799.17 ",2016-08-09,1,FALSE,FALSE,FALSE,NOTICE,WEB,Y,N,N,N,N,N,N,N,N, ,
10517402,$313.80 ,"$69,036.00 ",1976-09-15,20,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,51-100,English
10517478, $-   ,"$724,439.33 ",1991-03-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
10517863, $-   ,"$132,322.67 ",1996-02-01,11,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,06-Oct,English
10522253, $-   ,"$259,272.23 ",1995-12-01,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10526541, $-   ,"$238,773.33 ",1998-02-01,22,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,01-May,English
10528073, $-   ,"$692,870.70 ",1997-07-01,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
10529962, $-   ,"$257,992.00 ",1992-02-01,17,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English
10532237, $-   ,"$49,619.43 ",1975-04-01,10,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,06-Oct,
10532552, $-   ,"$638,747.43 ",2008-01-22,19,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,06-Oct,English
10535318, $-   ,"$490,662.10 ",1996-12-15,8,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,06-Oct,English
